species.ID,long,lat,elevation
Boophis_tasymena_1,47.37028333,-21.22561667,1183
Boophis_tasymena_1,47.37028333,-21.22561667,1183
Boophis_tasymena_1,47.36666667,-21.21666667,1183
Boophis_tasymena_1,47.36666667,-21.21666667,1183
Boophis_tasymena_1,47.36666667,-21.21666667,1183
Boophis_tasymena_1,47.36666667,-21.21666667,1183
Boophis_tasymena_1,47.36666667,-21.21666667,1183
Boophis_tasymena_1,47.361417,-21.336317,1195
Calumma_boettgeri_2,49.2,-12.4833,643
Calumma_boettgeri_2,49.2,-12.4833,643
Calumma_boettgeri_2,49.1637,-12.6365,887
Calumma_boettgeri_2,49.1637,-12.6365,887
Calumma_boettgeri_2,49.1637,-12.6365,887
Calumma_boettgeri_2,49.19083333,-12.51194444,951
Calumma_boettgeri_2,49.19083333,-12.51194444,951
Calumma_boettgeri_2,49.19027778,-12.50358333,951
Calumma_boettgeri_2,49.19027778,-12.50358333,951
Calumma_boettgeri_2,49.19083333,-12.51194444,951
Calumma_boettgeri_2,49.19083333,-12.51194444,951
Calumma_boettgeri_2,49.19083333,-12.51194444,951
Calumma_boettgeri_2,49.19083333,-12.51194444,951
Calumma_boettgeri_2,49.19083333,-12.51194444,951
Calumma_boettgeri_2,49.19083333,-12.51194444,951
Calumma_boettgeri_2,49.17194,-12.52694,951
Calumma_boettgeri_2,49.17194,-12.52694,951
Calumma_boettgeri_2,49.17194,-12.52694,951
Calumma_boettgeri_2,49.17194,-12.52694,951
Calumma_boettgeri_2,49.17666667,-12.51666667,951
Calumma_boettgeri_2,49.17666667,-12.51666667,951
Calumma_boettgeri_2,49.17666667,-12.51666667,951
Calumma_boettgeri_2,49.17666667,-12.51666667,951
Calumma_nasutum_6,46.84027778,-24.73833333,579
Calumma_nasutum_6,46.84027778,-24.73833333,579
Calumma_nasutum_6,46.84027778,-24.73833333,579
Calumma_nasutum_6,46.84027778,-24.73833333,579
Calumma_nasutum_6,46.79533333,-24.72583333,644
Calumma_nasutum_6,46.79533333,-24.72583333,644
Calumma_nasutum_6,46.79533333,-24.72583333,644
Calumma_nasutum_6,46.79533333,-24.72577778,644
Calumma_nasutum_6,46.79069444,-24.72977778,788
Calumma_nasutum_6,46.79069444,-24.72977778,788
Calumma_nasutum_7,48.2007139,-19.434742,671
Calumma_nasutum_7,48.2007139,-19.434742,671
Calumma_nasutum_7,48.20855,-19.428017,691
Calumma_nasutum_7,48.20855,-19.428017,691
Calumma_nasutum_7,48.20855,-19.428017,691
Calumma_nasutum_7,48.20855,-19.428017,691
Calumma_nasutum_7,48.3165278,-19.543111,786
Calumma_nasutum_7,48.3165278,-19.543111,786
Calumma_nasutum_7,48.2229,-19.3306,919
Calumma_nasutum_7,48.50972,-18.96611,944
